what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1330044136432
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1330044136434
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1330044136434
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1330044136435
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1330044136436
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1330044136437
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1330044136438
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1330044136438
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1330044136439
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1330044136440
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1330044136441
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1330044136442
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1330044136444
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1330044136444
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1330044136445
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1330044136446
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1330044136448
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1330044136449
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1330044136450
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1330044136450
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1330044136452
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1330044136453
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1330044136454
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1330044136455
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1330044136456
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1330044136456
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1330044136457
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1330044136458
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1330044136459
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1330044136461
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1330044136462
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1330044136463
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1330044136463
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1330044136464
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1330044136465
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1330044136466
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1330044136467
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1330044136469
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1330044136470
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1330044136472
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1330044136473
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1330044136474
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1330044136477
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1330044136479
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1330044136481
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1330044136482
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1330044136484
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1330044136486
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1330044136488
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1330044136490
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1330044136490
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1330044136491
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1330044136491
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1330044136492
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1330044136493
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1330044136494
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1330044136496
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1330044136497
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1330044136498
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1330044136499
started,bundle,org.eclipse.dltk.core,3.0.1.v20110823,"org.eclipse.dltk.core",1330044136501
started,bundle,org.eclipse.dltk.launching,3.0.0.v20110423,"org.eclipse.dltk.launching",1330044136502
started,bundle,org.eclipse.dltk.ui,3.0.1.v20110823,"org.eclipse.dltk.ui",1330044136505
started,bundle,org.eclipse.emf.common,2.7.0.v20110912-0920,"org.eclipse.emf.common",1330044136507
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110912-0920,"org.eclipse.emf.ecore",1330044136507
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1330044136508
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1330044136509
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1330044136510
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1330044136514
started,bundle,com.aptana.core,3.0.4.1323890190,"com.aptana.core",1330044136515
started,bundle,com.aptana.core.io,3.0.3.1321920947,"com.aptana.core.io",1330044136516
started,bundle,com.aptana.deploy,3.0.3.1317162654,"com.aptana.deploy",1330044136517
started,bundle,com.aptana.editor.php.epl,3.0.0.1322528867,"com.aptana.editor.php.epl",1330044136518
started,bundle,com.aptana.explorer,3.0.0.1316716614,"com.aptana.explorer",1330044136519
started,bundle,com.aptana.filewatcher,3.0.1.1317316381,"com.aptana.filewatcher",1330044136520
started,bundle,com.aptana.git.core,3.0.0.1321991271,"com.aptana.git.core",1330044136522
started,bundle,com.aptana.git.ui,3.0.3.1321981043,"com.aptana.git.ui",1330044136525
started,bundle,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui",1330044136526
started,bundle,com.aptana.scripting,3.0.0.1323292937,"com.aptana.scripting",1330044136538
started,bundle,com.aptana.scripting.ui,3.0.0.1322862427,"com.aptana.scripting.ui",1330044136539
started,bundle,com.aptana.syncing.core,3.0.0.1321920947,"com.aptana.syncing.core",1330044136540
started,bundle,com.aptana.syncing.ui,3.0.3.1320185576,"com.aptana.syncing.ui",1330044136541
started,bundle,com.aptana.theme,3.0.0.1320258654,"com.aptana.theme",1330044136542
started,bundle,com.aptana.ui,3.0.3.1323462907,"com.aptana.ui",1330044136544
started,bundle,com.aptana.ui.io,3.0.0.1323820142,"com.aptana.ui.io",1330044136546
started,bundle,com.aptana.usage,3.0.0.1323995946,"com.aptana.usage",1330044136546
started,bundle,com.python.pydev.analysis,2.2.4.2011121401,"com.python.pydev.analysis",1330044136547
started,bundle,org.python.pydev,2.2.4.2011121401,"org.python.pydev",1330044136547
started,bundle,org.python.pydev.core,2.2.4.2011121401,"org.python.pydev.core",1330044136547
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1330044136547
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1330044136547
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1330044136547
started,bundle,org.eclipse.emf.edit,2.7.1.v20110913-1526,"org.eclipse.emf.edit",1330044136549
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1330044136550
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1330044136552
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1330044136553
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1330044136554
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1330044136556
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1330044136557
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20110913-1156,"org.eclipse.emf.common.ui",1330044136558
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20110913-1156,"org.eclipse.emf.edit.ui",1330044136560
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1330044136562
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1330044136563
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1330044136564
os,sysinfo,,,"macosx",1330044136566
arch,sysinfo,,,"x86",1330044136566
ws,sysinfo,,,"cocoa",1330044136566
locale,sysinfo,,,"en_US",1330044136566
processors,sysinfo,,,"4",1330044136566
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1330044136566
java.runtime.version,sysinfo,,,"1.6.0_29-b11-402-11M3527",1330044136566
java.specification.name,sysinfo,,,"Java Platform API Specification",1330044136566
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1330044136566
java.specification.version,sysinfo,,,"1.6",1330044136566
java.vendor,sysinfo,,,"Apple Inc.",1330044136566
java.version,sysinfo,,,"1.6.0_29",1330044136566
java.vm.info,sysinfo,,,"mixed mode",1330044136566
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1330044136566
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1330044136566
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1330044136566
java.vm.specification.version,sysinfo,,,"1.0",1330044136566
java.vm.vendor,sysinfo,,,"Apple Inc.",1330044136566
java.vm.version,sysinfo,,,"20.4-b02-402",1330044136566
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330044136593
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1330044136669
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1330044136974
started,bundle,org.eclipse.cdt.dsf,2.2.0.201109151620,"org.eclipse.cdt.dsf",1330044136985
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.1.201109151620,"org.eclipse.cdt.dsf.gdb",1330044136986
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201109151620,"org.eclipse.cdt.dsf.gdb.ui",1330044136988
started,bundle,com.aptana.console,3.0.0.1321573158,"com.aptana.console",1330044136995
started,bundle,org.python.pydev.debug,2.2.4.2011121401,"org.python.pydev.debug",1330044137002
started,bundle,org.python.pydev.red_core,2.2.4.2011121401,"org.python.pydev.red_core",1330044137089
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1330044137597
started,bundle,com.aptana.browser,3.0.0.1319670764,"com.aptana.browser",1330044137640
started,bundle,com.aptana.configurations,3.0.3.1314659572,"com.aptana.configurations",1330044137652
started,bundle,com.aptana.projects,3.0.0.1323462907,"com.aptana.projects",1330044137665
started,bundle,com.aptana.samples.ui,3.0.0.1322862427,"com.aptana.samples.ui",1330044137667
started,bundle,com.aptana.samples,3.0.0.1322862427,"com.aptana.samples",1330044137670
opened,editor,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui.browser.startPage",1330044137681
started,bundle,com.aptana.preview,3.0.0.1315523439,"com.aptana.preview",1330044137697
activated,editor,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui.browser.startPage",1330044137705
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1330044152426
activated,editor,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui.browser.startPage",1330044152455
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1330044152472
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1330044154873
closed,editor,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui.browser.startPage",1330044154873
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330044163286
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1330044235968
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1330044272754
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1330044272824
started,bundle,com.aptana.core.epl,3.0.0.1317316579,"com.aptana.core.epl",1330044425102
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1330044425321
started,bundle,org.eclipse.jst.j2ee.ui,1.1.501.v201108231700,"org.eclipse.jst.j2ee.ui",1330044425366
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1330044425368
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1330044425505
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1330044425510
started,bundle,org.eclipse.jst.j2ee.core,1.2.101.v201108110300,"org.eclipse.jst.j2ee.core",1330044425520
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1330044425542
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1330044425571
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1330044425578
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1330044425591
started,bundle,org.eclipse.jst.j2ee,1.1.501.v201108231845,"org.eclipse.jst.j2ee",1330044425631
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1330044425789
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1330044425800
started,bundle,org.eclipse.jst.servlet.ui,1.1.501.v201108220630,"org.eclipse.jst.servlet.ui",1330044426155
started,bundle,com.aptana.debug.core,3.0.3.1321680133,"com.aptana.debug.core",1330044426453
started,bundle,com.aptana.js.debug.core,3.0.3.1323811743,"com.aptana.js.debug.core",1330044426454
started,bundle,com.aptana.js.debug.ui,3.0.0.1313451701,"com.aptana.js.debug.ui",1330044426465
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330044497622
opened,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1330044497817
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1330044497846
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1330044497848
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330044497954
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330044503080
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1330044505177
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330044510895
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1330044511768
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1330044511773
started,bundle,com.aptana.deploy.heroku,3.0.3.1321500599,"com.aptana.deploy.heroku",1330044511873
started,bundle,com.aptana.deploy.capistrano,3.0.3.1321500599,"com.aptana.deploy.capistrano",1330044511875
started,bundle,com.aptana.deploy.engineyard,3.0.3.1321500599,"com.aptana.deploy.engineyard",1330044511876
started,bundle,com.aptana.deploy.ftp,3.0.3.1321500599,"com.aptana.deploy.ftp",1330044511878
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330044514532
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1330044546658
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330044547567
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330044548250
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330044548362
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1330044548706
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1330044553238
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330044614081
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1330044614513
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1330044614516
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1330044614532
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1330044614534
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330044621842
error,log,,,"Unhandled event loop exception",1330044637846
error,log,,,"Unhandled event loop exception",1330044639340
error,log,,,"Unhandled event loop exception",1330044640343
error,log,,,"Unhandled event loop exception",1330044640503
error,log,,,"Unhandled event loop exception",1330044640655
error,log,,,"Unhandled event loop exception",1330044640829
error,log,,,"Unhandled event loop exception",1330044649325
error,log,,,"Unhandled event loop exception",1330044650122
error,log,,,"Unhandled event loop exception",1330044650951
error,log,,,"Unhandled event loop exception",1330044651108
error,log,,,"Unhandled event loop exception",1330044651265
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330044655518
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1330044655558
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330044665691
error,log,,,"Unhandled event loop exception",1330044669451
error,log,,,"Unhandled event loop exception",1330044669743
error,log,,,"Unhandled event loop exception",1330044669898
error,log,,,"Unhandled event loop exception",1330044670035
error,log,,,"Unhandled event loop exception",1330044670187
error,log,,,"Unhandled event loop exception",1330044670325
error,log,,,"Unhandled event loop exception",1330044670448
error,log,,,"Unhandled event loop exception",1330044670579
error,log,,,"Unhandled event loop exception",1330044670664
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330044672838
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330044674167
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330044705978
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330044709325
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330044970517
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330045011039
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1330045011078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330045017233
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330045021631
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330045030738
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330045039649
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330045056553
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1330045056589
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1330045074999
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201109151620,"org.eclipse.cdt.debug.core",1330045076891
started,bundle,org.eclipse.cdt.debug.ui,7.1.1.201109151620,"org.eclipse.cdt.debug.ui",1330045076901
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1330045076934
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1330045076952
started,bundle,com.aptana.webserver.core,3.0.0.1318522247,"com.aptana.webserver.core",1330045081583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330045081843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330045083696
started,bundle,com.aptana.debug.ui,3.0.3.1313193469,"com.aptana.debug.ui",1330045083816
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201109151620,"org.eclipse.cdt.debug.mi.ui",1330045084972
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201109151620,"org.eclipse.cdt.debug.mi.core",1330045084993
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330045085217
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330045090578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330045094742
error,log,,,"(Build 3.0.0.1313451701) [ERROR]  Launch configuration Firefox - Internal Server at file:/Users/jon/vbSharedFolder/ClientServer/.metadata/.plugins/org.eclipse.debug.core/.launches/Firefox%20-%20Internal%20Server.launch does not exist.",1330045101471
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330045117963
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330045131081
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330045136207
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1330045160879
